,effortsLeft,effortsRight,r01,r02,r12
129,"[-1,-1,1,0]","[0,1,1,-1]",0.6,0.1,0.3
130,"[-1,-1,1,0]","[1,-1,0,-1]",0.4,0.0,0.6
131,"[-1,-1,1,0]","[1,-1,0,0]",0.17647058823529413,0.17647058823529413,0.6470588235294118
132,"[-1,-1,1,0]","[1,-1,1,0]",0.29411764705882354,0.47058823529411764,0.23529411764705882
133,"[-1,-1,1,0]","[1,0,-1,-1]",0.8,0.0,0.2
134,"[-1,-1,1,0]","[1,0,-1,0]",0.2,0.1,0.7
135,"[-1,-1,1,0]","[1,0,0,-1]",0.5,0.1,0.4
136,"[-1,-1,1,0]","[1,0,0,1]",0.5,0.16666666666666666,0.3333333333333333
137,"[-1,-1,1,0]","[1,0,1,-1]",0.8,0.1,0.1
138,"[-1,-1,1,0]","[1,0,1,1]",0.3,0.6,0.1
139,"[-1,-1,1,0]","[1,1,-1,0]",0.6,0.0,0.4
140,"[-1,-1,1,0]","[1,1,0,-1]",0.2727272727272727,0.0,0.7272727272727273
141,"[-1,-1,1,0]","[1,1,0,1]",0.07692307692307693,0.23076923076923078,0.6923076923076923
